Request_date,Request_client_name,Request_arrival_date,Request_departure_date,Request_type_of_request,Request_destination,Request_available_days,Request_available_hours,Request_pick_up_date,Request_pick_up_time,Request_drop_off_date,Request_drop_off_time,Car_Type,Car_model,car_number_of_cars,Car_car_owner,Car_plate_number,Driver_name,Contact_spn_contact,Contact_contact_person,Contact_contact_company,Partner_partner_name,Car_year
28/01/2023,Janice Stevens-Wright,,28/01/2023,Transfer Drop Off,Courchevel - Gare Cornavin,,,30/01/2023,09:00:00,,,BMW X5,X5,1,SPN,GE 206586,Dr Joanne Bradley,Mohamed,Sarah Cooper,Contact company 8,,20222
26/01/2023,Laura Saunders,26/01/2023,,Transfer Pick Up,GVA - Courchevel 1850,,,26/01/2023,14:35:00,,,Mercedes S Class,350d,1,SPN,GE 187509,Mrs Katherine Morris,Mohamed,Jane Mitchell,Contact company 5,,2022
26/01/2023,Charlie Graham-Hunt,26/01/2023,,Transfer Pick Up,GVA - Montreux,,,26/01/2023,12:25:00,,,Mercedes V Class,250d,1,SPN,GE 225491,Pauline Cox-Green,Mohamed,Chloe Thomas,Contact company 6,,2022
28/01/2023,Molly Richards,28/01/2023,10/02/2023,Rent Self Drive,Hotel President Wilson Geneva,13,,28/01/2023,14:00:00,09/02/2023,21:00:00,Range Rover,Defender,1,SPN,GE 278844,Frederick Barry-Taylor,Zied,Mr Michael Evans,Contact company 6,,2023
29/01/2023,Pauline Hunter,,29/01/2023,Rent Self Drive,Megeve - Geneva,,,29/01/2023,10:00:00,29/01/2023,21:00:00,Mercedes V Class,250d,1,SPN,GE 225491,Gordon Turner-Wyatt,Mohamed,Valerie Griffiths-Webster,Contact company 13,,2022
30/01/2023,Pauline Hunter,,30/01/2023,Rent Self Drive,Geneva,,,30/01/2023,09:00:00,30/01/2023,13:00:00,Mercedes S Class,350d,1,SPN,GE 187509,Gordon Turner-Wyatt,Mohamed,Valerie Griffiths-Webster,Contact company 13,,2022
30/01/2023,Mr Craig Mellor,30/01/2023,13/02/2023,Rent Self Drive,Hotel President Wilson Geneva,14,,30/01/2023,12:00:00,13/02/2023,15:00:00,Mercedes V Class,250d,1,SPN,GE 225491,Hugh Murray,Mohamed,Valerie Griffiths-Webster,Contact company 13,,2022
30/01/2023,Laura Saunders,30/01/2023,,Transfer Pick Up,GVA - Courchevel 1850,,,30/01/2023,06:15:00,,,Mercedes S Class,S350d,1,SPN,GE 206608,Mrs Katherine Morris,Mohamed,Jane Mitchell,Contact company 5,,2022
30/01/2023,Kim Gray,30/01/2023,,Transfer Pick Up,GVA - La Sivoliere Hotel Courchevel,,,30/01/2023,13:40:00,,,BMW X5,X5,1,SPN,GE 206586,Kayleigh Wilkins,Mohamed,Matthew Allen,Contact company 15,,2022
07/02/2023,Kim Gray,,07/02/2023,Transfer Drop Off,La Sivoliere Hotel Courchevel - GVA,,,,,07/02/2023,09:30:00,Mercedes V Class,250d,1,SPN,GE 270016,Kayleigh Wilkins,Mohamed,Matthew Allen,Contact company 15,,2022
30/01/2023,Bryan Watkins-McDonald,30/01/2023,,Transfer Pick Up,GVA - Zermatt,,,30/01/2023,13:40:00,,,Mercedes V Class,250d,1,SPN,GE 212797,Dr Joanne Bradley,Mohamed,Wendy Wilson-Walters,,,2022
04/02/2023,Bryan Watkins-McDonald,,04/02/2023,Transfer Drop Off,Zermatt - Geneva ,,,,,04/02/2023,11:00:00,Mercedes V Class,250d,1,SPN,GE 212797,Dr Joanne Bradley,Mohamed,Wendy Wilson-Walters,,,2022
04/02/2023,Bryan Watkins-McDonald,04/02/2023,06/02/2023,Dispo,Geneva,3,,04/02/2023,,06/02/2023,,Mercedes V Class,250d,1,SPN,GE 212797,Dr Joanne Bradley,Mohamed,Wendy Wilson-Walters,,,2022
02/02/2023,Harry Brown,02/02/2023,08/02/2023,Rent Self Drive,Geneva - Courchevel - Geneva,6,,02/02/2023,08:00:00,08/02/2023,12:00:00,BMW X5,X5,1,SPN,GE 206586,Lesley Thomas,Zied,Dr Christine Barlow,Contact company 6,,2022
04/02/2023,Melanie Sykes-Wheeler,04/02/2023,06/02/2023,Rent Self Drive,Geneva,2,,04/02/2023,18:00:00,06/02/2023,12:00:00,Mercedes G Class,G 500,1,SPN,GE 286396,Conor Allen,Abdellaziz,David Brown-Green,Contact company 18,,2023
04/02/2023,Dr Bethan Shaw,04/02/2023,,Transfer Pick Up,GVA - Courchevel 1850,,,04/02/2023,13:35:00,,,Mercedes V Class,250d,1,SPN,GE 270016,Pauline Cox-Green,Zied,Colin Perkins,Contact company 1,,2022
04/02/2023,Guy Hall,04/02/2023,,Transfer Pick Up,GVA - Four Seasons Hotel Geneva,,,04/02/2023,18:45:00,,,Mercedes V Class,,1,Partner,,Mohamed Charlton,Mohamed,Ms Susan Hayes,Contact company 19,Partner name 11,
06/02/2023,Guy Hall,,06/02/2023,Transfer Drop Off,Four seasons Hotel Geneva - Courchevel 1850,,,,,06/02/2023,11:00:00,Mercedes V Class,250d,1,SPN,GE 270016,Mrs Katherine Morris,Mohamed,Colin Barnes,Contact company 19,,2022
04/02/2023,Joan Wright,04/02/2023,,Transfer Pick Up,Lyon Airport - Chalet Petit Palais Courchevel 1850,,,04/02/2023,13:10:00,,,Mercedes S Class,S 500,1,SPN,GE 245480,Kayleigh Wilkins,Mohamed,Vincent Morrison,Contact company 20,,2022
04/02/2023,Ashleigh White-Cox,04/02/2023,,Transfer Pick Up,Geneva Airport - Chalet Petit Palais Courchevel 1850,,,04/02/2023,18:45:00,,,Mercedes S Class,S 500,1,SPN,GE 245479,Dr Damien Hewitt,Mohamed,Vincent Morrison,Contact company 20,,2022
04/02/2023,Ashleigh White-Cox,04/02/2023,,Transfer Pick Up,Geneva Airport - Chalet Petit Palais Courchevel 1850,,,04/02/2023,18:45:00,,,Mercedes V Class,V250d,1,SPN,GE 248785,Lynda Dawson,Mohamed,Vincent Morrison,Contact company 20,,2023
11/02/2023,Joan Wright,,11/02/2023,Transfer Drop Off,Chalet Petit Palais Courchevel 1850 - Lyon Airport,,,,,11/02/2023,12:00:00,Mercedes S Class,S 500,1,SPN,GE 245480,Kayleigh Wilkins,Mohamed,Vincent Morrison,Contact company 20,,2022
11/02/2023,Ashleigh White-Cox,,11/02/2023,Transfer Drop Off,Chalet Petit Palais Courchevel 1850 - Geneva Airport,,,,,11/02/2023,12:00:00,Mercedes S Class,S 500,1,SPN,GE 245479,Dr Damien Hewitt,Mohamed,Vincent Morrison,Contact company 20,,2022
11/02/2023,Ashleigh White-Cox,,11/02/2023,Transfer Drop Off,Chalet Petit Palais Courchevel 1850 - Geneva Airport,,,,,11/02/2023,12:00:00,Mercedes V Class,V250d,1,SPN,GE 248785,Lynda Dawson,Mohamed,Vincent Morrison,Contact company 20,,2023
05/02/2023,Laura Saunders,05/02/2023,12/02/2023,Rent Self Drive,Geneva,7,,05/02/2023,12:00:00,12/02/2023,13:00:00,Range Rover,LWB,1,SPN,GE 873962,Ms Kathleen Bailey,Mohamed,Jane Mitchell,Contact company 5,,2019
06/02/2023,Dr Dean Ryan,06/02/2023,,Transfer Pick Up,GVA - Courchevel 1850,,,06/02/2023,12:00:00,,,Mercedes V Class,250d,1,SPN,GE 248785,Dr Damien Hewitt,Mohamed,Mitchell Gray,Contact company 1,,2022
11/02/2023,Dr Dean Ryan,,11/02/2023,Transfer Drop Off,Courchevel 1850 - GVA,,,,,11/02/2023,10:00:00,Mercedes V Class,250d,1,SPN,GE 248785,Lynda Dawson,Mohamed,Mitchell Gray,Contact company 1,,2022
06/02/2023,Brandon Smith,06/02/2023,,Transfer Pick Up,GVA - Hotel Six Sens Courchevel 1850,,,06/02/2023,13:40:00,,,Mercedes V Class,250d,1,SPN,GE 212797,Dr Joanne Bradley,Mohamed,Terry Whitehead,Contact company 15,,2022
08/02/2023,Dr Glen Mann,08/02/2023,,Transfer Pick Up,GVA - Hotel Six Sens Courchevel 1850,,,08/02/2023,18:45:00,,,Mercedes V Class,250D,1,SPN,GE 270016,Dr Joanne Bradley,Mohamed,Terry Whitehead,Contact company 15,,2022
07/02/2023,Dr Nicholas Knowles,07/02/2023,,Transfer Pick Up,Geneva - Paris,,,07/02/2023,17:00:00,,,Mercedes V Class,250d,1,SPN,GE 212797,David Hayes,,Kim Ashton-Day,,,2022
08/02/2023,,08/02/2023,,Transfer Pick Up,Ritz Carlton Paris - Courchevel 1850,,,08/02/2023,09:00:00,,,Mercedes V Class,250d,1,Rented by SPN,FM 439HX,,,,,Partner name 12,
10/02/2023,Charlene Smith-Foster,08/02/2023,,Transfer Pick Up,Lyon Saint Exupery - Hotel Six Sens Courchevel 1850,,,08/02/2023,15:00:00,,,Mercedes V Class,,1,Partner,,Abigail Atkinson,Mohamed,Terry Whitehead,Contact company 15,Partner name 13,
10/02/2023,Chloe Owens,10/02/2023,,Transfer Pick Up,Zurich airport - Geneva,,,10/02/2023,13:25:00,,,Mercedes V Class,250d,1,SPN,GE 270016,Dr Joanne Bradley,Mohamed,Callum O'Donnell,Contact company 21,,2022
10/02/2023,Rosie Ross,10/02/2023,,Transfer Pick Up,GVA - Hotel La Sivolière Courchevel 1850,,,10/02/2023,09:35:00,,,Range Rover,Defender,1,SPN,GE 278844,Dr Damien Hewitt,Mohamed,Kayleigh Walton,Contact company 20,,2023
11/02/2023,Bethan Cole,11/02/2023,,Transfer Pick Up,Courchevel 1850 - Four Seasons Hotel Geneva,,,11/02/2023,12:00:00,,,Mercedes S Class,S350d,1,SPN,GE 206608,Bethany Singh,Mohamed,Gregory Rose,Contact company 4,,2022
11/02/2023,Bethan Cole,11/02/2023,,Transfer Pick Up,Courchevel 1850 - Four Seasons Hotel Geneva,,,11/02/2023,12:00:00,,,Mercedes V Class,250d,1,SPN,GE 270016,Leon Williams,Mohamed,Gregory Rose,Contact company 4,,2022
12/02/2023,Bethan Cole,,12/02/2023,Transfer Drop Off,Four Seasons Geneva - GVA,,,,,12/02/2023,17:00:00,Mercedes S Class,S 500,1,SPN,GE 245480,Pauline Cox-Green,Mohamed,Gregory Rose,Contact company 4,,2022
12/02/2023,Bethan Cole,,12/02/2023,Transfer Drop Off,Four Seasons Geneva - GVA,,,,,12/02/2023,17:00:00,Mercedes V Class,250d,1,SPN,GE 212797,Lynda Dawson,Mohamed,Gregory Rose,Contact company 4,,2022
11/02/2023,Miss Jasmine Stone,11/02/2023,,Transfer Pick Up,Grenoble Airport - Hotel Le fer à Cheval Megève,,,11/02/2023,17:05:00,,,Mercedes V Class,,1,Partner,,Kimberley Hart,Abdellaziz,Ryan Barker,Contact company 22,Partner name 13,
17/02/2023,Miss Jasmine Stone,,17/02/2023,Transfer Drop Off,Hotel Le Fer à Cheval Megève - Lyon Airport,,,,,17/02/2023,13:30:00,Mercedes V Class,,1,Partner,,Pamela Burgess,Abdellaziz,Ryan Barker,Contact company 22,Partner name 13,
12/02/2023,Guy Foster,12/02/2023,17/02/2023,Rent Self Drive,Austria,5,,12/02/2023,10:00:00,17/02/2023,19:00:00,Mercedes V Class,,1,Partner,,,Mohamed,Mr Marcus Wood,Contact company 23,Partner name 14,
13/02/2023,Mrs Sophie Morris,13/02/2023,,Transfer Pick Up,GVA - Hotel Barrières des Neiges Courchevel,,,13/02/2023,06:50:00,,,Mercedes V Class,V250d,1,SPN,GE 212797,Dr Damien Hewitt,Mohamed,Dawn Spencer,Contact company 20,,2022
13/02/2023,Mrs Sophie Morris,13/02/2023,,Transfer Pick Up,GVA - Hotel Barrières des Neiges Courchevel,,,13/02/2023,06:50:00,,,Mercedes V Class,V250d,1,SPN,GE 270016,Lynda Dawson,Mohamed,Dawn Spencer,Contact company 20,,2022
19/02/2023,Mrs Sophie Morris,19/02/2023,,Transfer Pick Up,Hotel Barrières des Neiges Courchevel - Four Seasons Geneva,,,19/02/2023,14:30:00,,,Mercedes V Class,V250d,1,SPN,GE 248785,Dr Damien Hewitt,Mohamed,Dawn Spencer,Contact company 20,,2023
19/02/2023,Mrs Sophie Morris,19/02/2023,,Transfer Pick Up,Hotel Barrières des Neiges Courchevel - Four Seasons Geneva,,,19/02/2023,14:30:00,,,Mercedes V Class,V250d,1,SPN,GE 225491,Lynda Dawson,Mohamed,Dawn Spencer,Contact company 20,,2022
20/02/2023,Mrs Sophie Morris,,20/02/2023,Transfer Drop Off,Four Seasons Genrva - GVA,,,,,20/02/2023,,Mercedes V Class,V250d,1,SPN,GE 248785,Dr Damien Hewitt,Mohamed,Dawn Spencer,Contact company 20,,2023
20/02/2023,Mrs Sophie Morris,,20/02/2023,Transfer Drop Off,Four Seasons Genrva - GVA,,,,,20/02/2023,,Mercedes V Class,V250d,1,SPN,GE 225491,Lynda Dawson,Mohamed,Dawn Spencer,Contact company 20,,2022
21/02/2023,Mrs Sophie Morris,,21/02/2023,Transfer Drop Off,Four Seasons Geneva - L'Apogée Courchevel 1850,,,,,21/02/2023,,Mercedes V Class,V250d,1,SPN,GE 248785,Dr Damien Hewitt,Mohamed,Dawn Spencer,Contact company 20,,2023
22/02/2023,Keith Wilson,22/02/2023,,Transfer Pick Up,GVA - Hotel Mercure Courchevel 1850,,,22/02/2023,21:45:00,,,BMW X5,X5,1,SPN,GE 206586,Dr Damien Hewitt,Mohamed,Dawn Spencer,Contact company 20,,2022
25/02/2023,Mrs Sophie Morris,25/02/2023,,Transfer Pick Up,Helipad Archamps - Four Seasons Geneva,,,25/02/2023,,,,Mercedes V Class,,,Partner,,Dennis Bennett-Smith,Zied,Dawn Spencer,Contact company 20,,
25/02/2023,Mrs Sophie Morris,25/02/2023,,Transfer Pick Up Luggages,Hotel l'Apogèe Courchevel - Four seasons Geneva,,,25/02/2023,,,,Mercedes V Class,V250d,1,Rented by SPN,VD 616,Dr Joanne Bradley,Zied,Dawn Spencer,Contact company 20,,2022
26/02/2023,Mrs Sophie Morris,,,Transfer Drop Off,Hotel Four Seasons Geneva - GVA,,,,,26/02/2023,,Mercedes V Class,V250d,1,Partner,,Sylvia Doyle,Zied,Dawn Spencer,Contact company 20,,2022
13/02/2023,Rachael Dobson-Nelson,13/02/2023,24/02/2023,Rent Self Drive,Geneva,11,,13/02/2023,09:00:00,24/02/2023,09:30:00,Range Rover,Defender,1,SPN,GE 278844,,Mohamed,Ian Jennings-Ward,Contact company 24,,2023
14/02/2023,Dr Nicholas Knowles,,14/02/2023,Transfer Drop Off,Courchevel - GVA,,,14/02/2023,10:00:00,,,Mercedes V Class,250d,1,SPN,GE 225491,Mrs Katherine Morris,Mohamed,Dr Jenna Hughes,Contact company 15,,2022
16/02/2023,Daniel Moore,16/02/2023,17/02/2023,Rent Self Drive,Hotel la Réserve Geneva,1,,16/02/2023,21:30:00,17/02/2023,20:30:00,Mercedes S Class,350d,1,SPN,GE 206608,,Mohamed,Mr Lawrence Gallagher,Contact company 12,,2022
18/02/2023,Aimee Barrett-Hall,18/02/2023,,Transfer Pick Up,Hotel Victoria Glion - Les grands Alpes Courchevel,,,18/02/2023,11:00:00,,,Mercedes S Class,S350d,1,SPN,GE 206608,Dr Joanne Bradley,Mohamed,Emily Young,Contact company 25,,2022
19/02/2023,Dr Phillip Foster,19/02/2023,01/03/2023,Rent Self Drive,Geneva - Gstaad,10,,19/02/2023,13:00:00,01/03/2023,11:00:00,Range Rover,LWB,1,SPN,GE 873962,,Mohamed,Ellie Carpenter,,,2019
19/02/2023,Mrs Bethan Chapman,,19/02/2023,Transfer Drop Off,Buchinger Wilhelmi Uberlingen - Zurich Airport,,,,,19/02/2023,11:00:00,Mercedes V Class,,1,Partner,,Elliot Dixon,Mohamed,Dawn Spencer,Contact company 20,Partner name 15,
19/02/2023,Brett Curtis,19/02/2023,01/03/2023,Transfer Pick up,GVA - Hotel Les Suites de la Potinière,,,19/02/2023,12:45:00,,,Mercedes V class,V250d,1,SPN,GE 212797,Dr Joanne Bradley,Mohamed,Sarah Cooper,Contact company 8,,2022
19/02/2023,Brett Curtis,19/02/2023,01/03/2023,Transfer Pick up,GVA - Hotel Les Suites de la Potinière,,,19/02/2023,12:45:00,,,Mercedes V class,V250d,1,SPN,GE 270016,Kayleigh Wilkins,Mohamed,Sarah Cooper,Contact company 8,,2022
19/02/2023,Brett Curtis,19/02/2023,01/03/2023,Transfer Pick up,GVA - Hotel Les Suites de la Potinière,,,19/02/2023,12:45:00,,,BMW ,X5,1,SPN,GE 206586,Mrs Katherine Morris,Mohamed,Sarah Cooper,Contact company 8,,2022
26/02/2023,Brett Curtis,19/02/2023,01/03/2023,Transfer Pick up,Hotel Les Suites de la Potinière Courchevel - Hotel Beau Rivage Geneva,,,26/02/2023,11:00:00,,,Mercedes V class,,1,Rented by SPN,VD 616,Dr Joanne Bradley,Zied,Sarah Cooper,Contact company 8,,
26/02/2023,Brett Curtis,19/02/2023,01/03/2023,Transfer Pick up,Hotel Les Suites de la Potinière Courchevel - Hotel Beau Rivage Geneva,,,26/02/2023,11:00:00,,,Mercedes V class,,1,SPN,GE 270016,Lynda Dawson,Zied,Sarah Cooper,Contact company 8,,
26/02/2023,Brett Curtis,19/02/2023,01/03/2023,Transfer Pick up luggage,Hotel Les Suites de la Potinière Courchevel - Hotel Beau Rivage Geneva,,,26/02/2023,11:00:00,,,Truck for Luggage,,1,Rented by SPN,,Miss Lydia Ward,Zied,Sarah Cooper,Contact company 8,Partner name 4,
01/03/2023,Brett Curtis,19/02/2023,01/03/2023,Transfer Drop Off,Hotel Beau Rivage Geneva - GVA,,,,,01/03/2023,11:00:00,BMW,X5,1,SPN,GE 206586,Dr Joanne Bradley,Zied,Sarah Cooper,Contact company 8,,2022
01/03/2023,Brett Curtis,19/02/2023,01/03/2023,Transfer Drop Off,Hotel Beau Rivage Geneva - GVA,,,,,01/03/2023,11:00:00,Mercedes V Class,,1,Partner,,Marion Clements,Zied,Sarah Cooper,Contact company 8,Partner name 16,
01/03/2023,Brett Curtis,19/02/2023,01/03/2023,Transfer Drop Off,Hotel Beau Rivage Geneva - GVA,,,,,01/03/2023,11:00:00,Mercedes V Class,,1,Partner,,Sylvia Doyle,Zied,Sarah Cooper,Contact company 8,Partner name 17,
20/02/2023,Ms Marian Palmer,20/02/2023,21/02/2023,Rent Self Drive,Geneva,1,,20/02/2023,18:00:00,21/02/2023,14:00:00,Mercedes S class,S350d,1,SPN,GE 206608,Karen Lloyd,Mohamed,Emily Young,Contact company 25,,2022
20/02/2023,Frances Knight,20/02/2023,,Transfer Pick up,GVA - Hotel Six Senses Courchevel,,,20/02/2023,13:40:00,,,Mercedes V class,V250d,1,SPN,GE 212797,Mrs Katherine Morris,Mohamed,Ms Susan Hayes,Contact company 26,,2022
26/02/2023,Frances Knight,,26/02/2023,Transfer Drop off,Hotel Six Sens Courchevel - GVA,,,,,26/02/2023,07:30:00,Mercedes V class,V250d,1,SPN,GE 225491,Mrs Katherine Morris,Mohamed,Ms Susan Hayes,Contact company 26,,2022
22/02/2023,Margaret Williams,22/02/2023,,Transfer Pick Up,GVA - Barrières les Neiges Courchevel,,,22/02/2023,12:50:00,,,Mercedes V Class,V250d,1,SPN,GE 212797,Dr Joanne Bradley,Mohamed,Martin Smith-Carey,Contact company 27,,2022
22/02/2023,Margaret Williams,22/02/2023,,Transfer Pick Up,GVA - Barrières les Neiges Courchevel,,,22/02/2023,12:50:00,,,Mercedes V Class,V250d,1,SPN,GE 270016,Mrs Katherine Morris,Mohamed,Martin Smith-Carey,Contact company 27,,2022
22/02/2023,Margaret Williams,22/02/2023,,Transfer Pick Up,GVA - Barrières les Neiges Courchevel,,,22/02/2023,12:50:00,,,Mercedes V Class,V250d,1,SPN,GE 225491,Lynda Dawson,Mohamed,Martin Smith-Carey,Contact company 27,,2022
22/02/2023,Linda Potts,22/02/2023,23/02/2023,Rent Self Drive,Geneva,1,,22/02/2023,,23/02/2023,,Mercedes C Class,C200,1,SPN,GE 212796,Julian Tomlinson,Zied,Ms Charlene Greenwood,Contact company 6,,2022
01/03/2023,Linda Potts,01/03/2023,03/03/2023,Rent Self Drive,Geneva,2,,01/03/2023,,03/03/2023,,Range Rover,Defender,1,SPN,GE 278844,Julian Tomlinson,Zied,Ms Charlene Greenwood,Contact company 6,,2023
01/03/2023,Linda Potts,01/03/2023,06/03/2023,Rent Self Drive,Genva,5,,01/03/2023,,06/03/2023,,BMW,X5,1,SPN,GE 206586,Julian Tomlinson,Zied,Ms Charlene Greenwood,Contact company 6,,2022
24/02/2023,Joel Johnson,24/02/2023,26/02/2023,Rent Self Drive,Geneva - Milan,3,,24/02/2023,14:00:00,26/02/2023,22:00:00,Mercedes V Class,V250d,1,SPN,GE 248785,Dorothy Chadwick,Zied,Francesca Taylor-Begum,Contact company 6,,2023
24/02/2023,Maria Powell,24/02/2023,24/02/2023,Rent Self Drive,Geneva ,1,,24/02/2023,11:30:00,24/02/2023,23:30:00,Mercedes V Class,V250d,1,SPN,GE 212797,Karen Lloyd,Mohamed,Emily Young,Contact company 25,,2022
24/02/2023,Carly Newman,24/02/2023,,Transfer Pick Up,GVA - Courchevel 1850,,,24/02/2023,21:55:00,,,BMW X5,X5,1,SPN,GE 206586,Mrs Katherine Morris,Zied,Sarah Cooper,Contact company 8,,2022
26/02/2023,Carly Newman,,26/02/2023,Transfer Drop Off,Hotel Snow Lodge Courchevel - GVA,,,,,26/02/2023,17:00:00,Mercedes S Class,S 350d,1,SPN,GE 187509,Mrs Katherine Morris,Zied,Sarah Cooper,Contact company 8,,2022
24/02/2023,Jodie Bailey,24/02/2023,,Transfer Pick Up,Beau Rivage Geneva - Fahrenheit Seven Courchevel 1650,,,24/02/2023,09:30:00,,,Mercedes V Class,V250d,1,SPN,GE 270016,Dr Joanne Bradley,Zied,Martin Gallagher,Contact company 28,,2022
24/02/2023,Jodie Bailey,24/02/2023,,Transfer Pick Up,Beau Rivage Geneva - Fahrenheit Seven Courchevel 1650,,,24/02/2023,09:30:00,,,Mercedes V Class,V250d,1,SPN,GE 225491,Lynda Dawson,Zied,Martin Gallagher,Contact company 28,,2022
01/03/2023,Jodie Bailey,,01/03/2023,Transfer Drop Off,Fahrenheit Seven Courchevel 1650 - GVA,,,,,01/03/2023,11:15:00,Mercedes V Class,V250d,1,SPN,GE 248785,Dorothy Chadwick,Zied,Martin Gallagher,Contact company 28,,2023
01/03/2023,Jodie Bailey,,01/03/2023,Transfer Drop Off,Fahrenheit Seven Courchevel 1650 - GVA,,,,,01/03/2023,11:15:00,Mercedes V Class,V250d,1,SPN,GE 270016,Lynda Dawson,Zied,Martin Gallagher,Contact company 28,,2022
25/02/2023,Dr Janet Morgan,25/02/2023,,Transfer Pick Up,Private Jet Airport Geneva - Courchevel 1850,,,25/02/2023,11:40:00,,,Mercedes V Class,V250d,1,Rented by SPN,VD 616,Dr Joanne Bradley,Zied,Douglas Campbell,Contact company 27,,2022
25/02/2023,Dr Janet Morgan,25/02/2023,,Transfer Pick Up,Private Jet Airport Geneva - Courchevel 1850,,,25/02/2023,11:40:00,,,Mercedes V Class,V250d,1,SPN,GE 270016,Lynda Dawson,Zied,Douglas Campbell,Contact company 27,,2022
25/02/2023,Simon Swift,25/02/2023,,Transfer Pick Up,GVA - Courchevel 1850,,,25/02/2023,13:35:00,,,Range Rover,Defender,1,SPN,GE 278844,Janet Sims,Zied,Dr Frederick Jackson,Contact company 29,,2023
25/02/2023,Jake Williams,25/02/2023,06/03/2023,Dispo,Courchevel,10,,25/02/2023,13:05:00,06/03/2023,12:00:00,Mercedes V Class,V250d,1,SPN,GE 212797 & GE 225491,Kayleigh Wilkins,Abdellaziz,Ms Chelsea Davidson,Contact company 30,,2022
25/02/2023,Jake Williams,25/02/2023,,Transfer Pick Up,GVA - Chalet Talia Courchevel,,,25/02/2023,13:05:00,,,Mercedes V Class,V250d,1,SPN,GE 225491,Mrs Katherine Morris,Abdellaziz,Ms Chelsea Davidson,Contact company 30,,2022
25/02/2023,Jake Williams,25/02/2023,,Transfer Pick Up Luggages,GVA - Chalet Talia Courchevel,,,25/02/2023,13:05:00,,,Truck for Luggage,,1,Rented by SPN,Europcar,Miss Lydia Ward,Abdellaziz,Ms Chelsea Davidson,Contact company 30,,
06/03/2023,Jake Williams,,06/03/2023,Transfer Drop Off,Chalet Talia Courchevel - GVA,,,,,06/03/2023,09:00:00,Mercedes V Class,,1,Partner,GE 2501,Mrs Frances Francis,Abdellaziz,Ms Chelsea Davidson,Contact company 30,Partner name 18,
06/03/2023,Jake Williams,,06/03/2023,Transfer Drop Off Luggages,Chalet Talia Courchevel - GVA,,,,,06/03/2023,09:00:00,Car For Luggage,,1,Partner,,Charles Morris,Abdellaziz,Ms Chelsea Davidson,Contact company 30,Partner name 19,
26/02/2023,Geoffrey Jackson,26/02/2023,,Transfer Pick Up,Zurich Airport - Chedi Andermatt,,,26/02/2023,13:45:00,,,Mercedes V Class,,1,Partner,,Terry Crawford,Zied,Ms Susan Hayes,Contact company 26,Partner name 20,
03/03/2023,Geoffrey Jackson,03/03/2023,,Transfer Pick Up,Chedi Andermatt - The View Hotel Lugano,,,03/03/2023,13:00:00,,,Mercedes V Class,,1,Partner,,Kirsty Rogers,Zied,Ms Susan Hayes,Contact company 26,Partner name 21,
26/02/2023,Tracy Taylor,26/02/2023,,Transfer Pick Up,Zurich Airport - Hotel Alpina Gstaad,,,26/02/2023,13:45:00,,,Mercedes S Class,,1,Partner,,Terry Crawford,Mohamed,Alison Andrews,Contact company 15,Partner name 20,
26/02/2023,Tracy Taylor,26/02/2023,,Transfer Pick Up Luggages,Zurich Airport - Hotel Alpina Gstaad,,,26/02/2023,13:45:00,,,Mercedes V Class,,1,Partner,,Terry Crawford,Mohamed,Alison Andrews,Contact company 15,Partner name 20,
03/03/2023,Tracy Taylor,,03/03/2023,Transfer Drop Off,Hotel Alpina Gstaad - GVA,,,,,03/03/2023,07:30:00,Mercedes S Class,S 350d,1,SPN,GE 187509,Dr Joanne Bradley,Mohamed,Alison Andrews,Contact company 15,,2022
03/03/2023,Tracy Taylor,,03/03/2023,Transfer Drop Off Luggages,Hotel Alpina Gstaad - GVA,,,,,03/03/2023,07:30:00,Mercedes V Class,V250d,1,SPN,GE 270016,Miss Lydia Ward,Mohamed,Alison Andrews,Contact company 15,,2022
28/02/2023,Sophie Lowe,28/02/2023,,Dispo,Geneva - Megeve,,3,28/02/2023,,,,Range Rover,Defender,1,SPN,GE 278844,Dorothy Chadwick,Zied,Joseph Patterson,Contact company 7,,2023
28/02/2023,Harry Cooper,28/02/2023,,Transfer Pick Up,GVA - Six Sens Courchevel,,,28/02/2023,13:35:00,,,Mercedes V Class,V250d,1,SPN,GE 248785,Mrs Katherine Morris,Zied,Josephine Reynolds-Kemp,Contact company 15,,2022
07/03/2023,Harry Cooper,07/03/2023,,Transfer Pick Up,Six Sens Courchevel - Four Seasons Hotel Geneva,,,07/03/2023,12:00:00,,,Mercedes V Class,,1,Partner,GE 2501,Mrs Frances Francis,Zied,Miss Julia Evans,Contact company 15,Partner name 18,
09/03/2023,Harry Cooper,,09/03/2023,Transfer Drop Off,Four Seasons Hotel Geneva - GVA,,,,,09/03/2023,12:00:00,Mercedes V Class,,1,Partner,,Carly Wood-Gordon,Zied,Miss Julia Evans,Contact company 15,Partner name 22,
